Gender,Branch,Average GPA,Backlogs,Attendance (%),Skills,Certifications,Internship Domain,Job Role,Company Tier,English Proficiency Score,Hackathons Participated,Interview Performance (1-10),Soft Skills Rating (1-10),Offer Type,CTC (LPA)
Female,EEE,7.7,0,75.32,"HTML, ML, Python, DL",None,IoT,Data Scientist,Tier 1,8.7,0,6.5,9.3,On-campus,34.55
Male,IT,7.33,0,81.25,"HTML, Python, C++",DataCamp DS,IoT,DevOps Engineer,Tier 1,7.4,1,4.6,9.1,On-campus,37.38
Female,IT,8.63,0,83.15,"C++, DSA",None,IoT,Business Analyst,Tier 1,7.0,5,6.4,7.0,PPO,38.62
Male,CIVIL,7.84,1,77.57,"HTML, CSS, C++",Google Cloud,Web Dev,Data Scientist,Tier 2,7.0,0,8.4,6.9,PPO,36.0
Female,CSE,8.01,1,84.68,"Python, CSS, HTML",None,AI/ML,SDE,Tier 1,8.4,4,9.5,6.2,PPO,41.05
Male,CIVIL,7.96,1,88.31,"AWS, CSS, SQL, HTML",Coursera ML,Cloud,DevOps Engineer,Tier 2,8.3,5,5.5,10.0,PPO,30.51
Female,CIVIL,8.32,2,83.51,"HTML, Python, C++, SQL",AWS Certified,Data Analytics,SDE,Tier 3,7.3,0,6.1,4.7,PPO,25.69
Male,IT,7.63,4,89.64,"HTML, SQL",None,IoT,Business Analyst,Tier 2,8.0,3,4.9,7.5,On-campus,28.63
Female,EEE,6.59,1,79.35,"SQL, CSS, C++, ML",DataCamp DS,Cloud,Business Analyst,Tier 3,8.5,3,8.1,8.1,On-campus,27.64
Female,ECE,7.78,0,92.02,"DL, HTML",DataCamp DS,Web Dev,DevOps Engineer,Tier 2,6.9,0,9.8,9.6,On-campus,35.43
Male,CSE,7.04,1,85.85,"Python, HTML, DSA",None,IoT,Business Analyst,Tier 2,7.2,2,7.8,8.7,Off-campus,35.99
Male,IT,7.13,4,95.82,"DL, Java, CSS, DSA",Coursera ML,Data Analytics,QA Engineer,Tier 1,7.9,4,7.7,7.9,Off-campus,40.28
Female,EEE,7.91,0,100.0,"Python, CSS, ML",None,Cybersecurity,DevOps Engineer,Tier 2,5.7,0,7.3,4.7,On-campus,32.04
Male,ECE,8.37,0,81.71,"C++, Java, SQL",Google Cloud,Data Analytics,QA Engineer,Tier 1,8.0,5,4.5,6.2,On-campus,36.31
Female,ECE,7.51,0,82.0,"DL, ML, CSS, SQL",Coursera ML,AI/ML,Business Analyst,Tier 1,6.4,2,8.4,4.8,PPO,37.03
Male,IT,7.72,0,83.28,"C++, Python, CSS, DL",None,IoT,DevOps Engineer,Tier 1,8.4,0,7.6,9.3,On-campus,39.99
Female,MECH,8.69,0,89.17,"CSS, SQL, AWS, HTML",AWS Certified,IoT,QA Engineer,Tier 2,9.6,1,8.0,8.5,PPO,35.41
Female,CSE,7.67,1,94.28,"CSS, C++",Coursera ML,Cybersecurity,Business Analyst,Tier 1,6.8,5,9.4,8.5,On-campus,42.68
Female,ECE,9.32,0,80.43,"Python, DL",None,Cybersecurity,Data Scientist,Tier 3,6.2,5,8.7,7.9,PPO,30.29
Female,IT,7.9,1,87.67,"DSA, HTML, SQL",AWS Certified,IoT,Data Scientist,Tier 3,7.3,3,8.7,7.0,On-campus,31.5
Female,IT,6.27,0,84.05,"C++, ML, HTML",None,AI/ML,SDE,Tier 2,7.2,1,9.6,4.9,PPO,36.3
Female,EEE,8.03,2,89.33,"C++, DL",Google Cloud,Cybersecurity,Data Scientist,Tier 1,8.2,1,9.9,6.0,Off-campus,40.01
Male,MECH,7.77,0,95.57,"DSA, DL, HTML",DataCamp DS,Web Dev,QA Engineer,Tier 3,7.7,5,7.5,4.8,Off-campus,30.64
Male,CSE,8.4,2,83.32,"C++, HTML, Java, DL",None,IoT,Data Scientist,Tier 2,7.2,4,4.7,8.3,PPO,31.37
Male,CIVIL,7.97,2,73.31,"DSA, DL",Coursera ML,Data Analytics,DevOps Engineer,Tier 2,7.6,2,6.8,5.0,PPO,31.81
Female,EEE,7.4,2,90.21,"C++, SQL, ML, AWS",None,Data Analytics,DevOps Engineer,Tier 2,6.4,3,8.7,8.2,Off-campus,32.55
Female,ECE,6.64,0,79.17,"HTML, Java, SQL",None,AI/ML,DevOps Engineer,Tier 2,8.3,1,4.2,8.2,On-campus,25.37
Female,ECE,7.35,1,84.0,"ML, C++, DL, Python",None,Web Dev,Data Scientist,Tier 2,9.1,3,4.3,6.8,PPO,29.71
Female,EEE,6.9,0,90.51,"HTML, ML, DSA, Java",None,Cybersecurity,Data Scientist,Tier 1,6.3,5,4.4,4.8,On-campus,34.01
Male,IT,7.09,3,87.08,"CSS, DSA, Java, ML",Coursera ML,IoT,SDE,Tier 1,5.9,2,8.4,5.9,Off-campus,36.89
Male,ECE,7.91,1,84.29,"DSA, AWS, Python, Java",Coursera ML,Data Analytics,Business Analyst,Tier 1,7.1,0,7.0,5.9,Off-campus,39.77
Female,MECH,8.67,4,80.97,"Python, SQL",None,Data Analytics,SDE,Tier 1,6.3,1,6.2,8.2,PPO,38.66
Male,CSE,7.78,1,64.7,"DL, DSA, HTML",DataCamp DS,Data Analytics,QA Engineer,Tier 2,6.2,2,4.6,4.7,On-campus,25.34
Male,MECH,6.66,1,89.89,"AWS, DSA, ML, SQL",None,Data Analytics,DevOps Engineer,Tier 2,6.1,3,8.4,9.0,Off-campus,35.63
Female,ECE,7.81,1,83.23,"Java, Python, ML, DSA",Coursera ML,Cloud,Data Scientist,Tier 3,7.3,5,5.9,8.6,On-campus,33.15
Male,CIVIL,8.34,1,95.59,"HTML, Python, AWS",Google Cloud,AI/ML,Business Analyst,Tier 3,7.1,2,5.6,5.1,Off-campus,22.09
Female,CSE,7.07,1,87.79,"Java, DSA",None,Cybersecurity,Business Analyst,Tier 1,7.9,0,7.9,8.3,PPO,40.41
Male,CSE,7.41,2,81.21,"ML, AWS, Java, HTML",None,IoT,Data Scientist,Tier 2,6.9,2,7.4,8.0,On-campus,33.12
Female,EEE,7.51,0,92.47,"Java, ML, DSA, SQL",None,IoT,SDE,Tier 3,6.3,5,6.2,8.5,On-campus,29.44
Female,EEE,6.95,1,93.06,"C++, CSS, Python",None,IoT,Business Analyst,Tier 3,7.5,3,7.8,5.1,PPO,30.18
Female,CIVIL,7.95,0,83.47,"C++, Python",AWS Certified,Cybersecurity,SDE,Tier 3,6.4,1,5.6,4.9,PPO,22.89
Female,IT,7.42,1,93.36,"C++, Python, Java",None,AI/ML,Data Scientist,Tier 3,8.0,1,8.8,5.4,PPO,31.43
Male,CSE,7.79,2,81.11,"C++, CSS, SQL",Coursera ML,Web Dev,SDE,Tier 1,5.8,4,5.4,6.2,PPO,39.3
Female,CIVIL,6.88,0,86.12,"DL, Java, DSA",Coursera ML,AI/ML,DevOps Engineer,Tier 2,5.3,3,5.0,8.8,Off-campus,30.25
Female,EEE,7.19,2,89.0,"ML, HTML",AWS Certified,Data Analytics,Data Scientist,Tier 1,5.9,4,8.7,8.4,On-campus,42.65
Female,EEE,8.01,3,90.49,"AWS, CSS, DL, DSA",None,Data Analytics,Data Scientist,Tier 3,7.1,4,8.2,9.6,Off-campus,30.88
Male,CSE,7.24,1,89.35,"CSS, Python, AWS, DSA",DataCamp DS,AI/ML,Business Analyst,Tier 3,7.2,5,5.1,4.4,PPO,23.77
Female,MECH,8.71,0,82.67,"HTML, ML, SQL",None,AI/ML,Business Analyst,Tier 2,7.6,5,4.7,4.1,Off-campus,28.46
Male,ECE,7.22,1,92.66,"C++, Python",Coursera ML,Cybersecurity,Business Analyst,Tier 2,6.9,5,9.0,8.2,Off-campus,38.7
Female,EEE,7.66,2,84.13,"DL, SQL",Google Cloud,Cybersecurity,DevOps Engineer,Tier 1,6.7,0,8.7,5.7,On-campus,40.96
Male,IT,8.15,0,81.02,"DSA, SQL",Google Cloud,Cloud,DevOps Engineer,Tier 2,8.9,3,6.0,6.0,On-campus,31.52
Male,IT,6.51,0,81.12,"CSS, DSA",DataCamp DS,IoT,QA Engineer,Tier 1,8.7,1,7.9,7.3,On-campus,42.06
Female,EEE,6.27,0,98.58,"Python, DL, CSS",None,Cloud,Data Scientist,Tier 1,8.5,3,4.7,4.6,PPO,35.77
Male,MECH,6.43,0,79.81,"Python, HTML, C++",AWS Certified,IoT,Business Analyst,Tier 3,7.8,5,7.0,7.9,PPO,30.56
Female,MECH,8.38,0,94.04,"HTML, DSA, DL, AWS",None,Data Analytics,Data Scientist,Tier 1,7.9,0,4.1,6.0,On-campus,31.67
Female,CIVIL,7.11,3,77.05,"DL, ML, AWS, CSS",DataCamp DS,Cloud,SDE,Tier 3,6.7,3,6.3,7.8,Off-campus,25.82
Female,IT,9.29,0,88.42,"DSA, AWS, Java, SQL",DataCamp DS,Cloud,DevOps Engineer,Tier 1,7.6,3,4.4,9.0,On-campus,34.86
Male,CIVIL,7.11,2,87.08,"ML, HTML",DataCamp DS,Web Dev,QA Engineer,Tier 1,6.6,4,6.9,5.0,PPO,38.14
Male,IT,7.63,1,96.35,"Java, C++, SQL, ML",Google Cloud,AI/ML,SDE,Tier 2,6.4,3,6.5,9.6,Off-campus,31.32
Female,ECE,8.58,2,80.42,"DSA, ML, C++",None,Cybersecurity,Data Scientist,Tier 2,5.9,4,6.7,7.2,PPO,34.29
Female,ECE,8.9,3,78.49,"SQL, HTML",None,Cloud,DevOps Engineer,Tier 3,7.9,4,4.3,9.5,On-campus,24.75
Male,CSE,8.94,1,84.18,"CSS, DSA, C++, SQL",AWS Certified,Cybersecurity,Business Analyst,Tier 2,7.7,2,6.2,5.2,On-campus,32.74
Female,CIVIL,8.35,0,96.65,"DSA, AWS, DL",DataCamp DS,IoT,SDE,Tier 1,7.2,5,8.5,7.6,Off-campus,41.66
Female,EEE,8.22,0,78.81,"CSS, HTML, AWS",DataCamp DS,Cloud,DevOps Engineer,Tier 3,7.1,0,6.2,6.4,On-campus,28.4
Female,CIVIL,7.91,4,66.88,"C++, CSS, Python, DL",Coursera ML,IoT,Data Scientist,Tier 3,5.7,4,8.3,8.6,PPO,33.19
Male,EEE,8.04,0,85.42,"DSA, CSS, C++",Coursera ML,Cloud,Data Scientist,Tier 3,7.8,3,6.2,7.6,PPO,30.53
Male,MECH,7.11,0,91.65,"C++, ML, SQL, HTML",Google Cloud,Data Analytics,SDE,Tier 1,7.2,4,6.5,7.0,PPO,40.21
Male,CIVIL,6.93,0,77.9,"Java, DSA, AWS",None,Web Dev,SDE,Tier 2,8.4,4,7.4,9.5,Off-campus,36.06
Female,MECH,7.5,0,90.94,"CSS, AWS",AWS Certified,IoT,SDE,Tier 3,7.6,4,9.7,6.3,PPO,29.63
Female,ECE,7.38,1,77.75,"SQL, CSS",AWS Certified,AI/ML,QA Engineer,Tier 1,8.2,1,4.7,5.3,On-campus,30.92
Female,ECE,7.18,0,83.97,"CSS, Java, AWS",DataCamp DS,AI/ML,Business Analyst,Tier 2,7.5,1,4.2,7.6,Off-campus,24.34
Male,CSE,7.99,0,90.27,"DL, Python, Java, C++",AWS Certified,Data Analytics,DevOps Engineer,Tier 2,7.7,1,7.6,7.7,PPO,32.0
Female,CIVIL,8.17,0,76.69,"AWS, CSS",DataCamp DS,Data Analytics,Data Scientist,Tier 3,8.4,1,9.7,6.6,PPO,32.05
Female,MECH,7.56,3,86.27,"C++, SQL, AWS",None,AI/ML,Data Scientist,Tier 1,7.3,2,9.9,6.9,On-campus,40.86
Female,EEE,8.53,0,93.5,"DL, DSA",AWS Certified,IoT,Business Analyst,Tier 2,8.0,4,6.9,9.8,On-campus,35.51
Female,ECE,6.7,1,88.32,"AWS, CSS, C++",DataCamp DS,AI/ML,SDE,Tier 1,7.1,2,6.8,8.4,Off-campus,38.86
Male,ECE,7.36,0,79.96,"C++, Python, AWS, CSS",None,Web Dev,SDE,Tier 2,7.4,3,7.9,4.7,PPO,32.07
Male,EEE,7.0,0,95.63,"AWS, C++",None,Cloud,Data Scientist,Tier 3,9.1,5,7.3,5.3,PPO,26.06
Female,MECH,6.19,0,89.61,"Java, ML, SQL, AWS",DataCamp DS,Web Dev,Business Analyst,Tier 3,8.1,0,7.8,9.9,On-campus,29.86
Male,MECH,7.44,0,71.98,"ML, Python, C++, DL",DataCamp DS,AI/ML,Data Scientist,Tier 2,7.0,2,9.2,8.4,Off-campus,35.0
Male,CIVIL,7.41,0,91.05,"CSS, HTML, Python, ML",Google Cloud,Cloud,SDE,Tier 1,7.9,1,8.5,9.5,On-campus,41.02
Female,CIVIL,8.56,1,81.0,"C++, DSA, SQL, Python",None,AI/ML,DevOps Engineer,Tier 2,6.2,1,7.0,5.8,On-campus,34.31
Female,IT,7.94,0,86.38,"DL, C++, Python",DataCamp DS,Web Dev,SDE,Tier 1,7.3,3,6.8,8.5,Off-campus,38.4
Male,IT,6.78,1,92.06,"ML, DSA",None,Web Dev,DevOps Engineer,Tier 2,6.5,4,7.8,8.3,PPO,38.24
Female,CSE,8.8,0,81.15,"DL, AWS",AWS Certified,IoT,QA Engineer,Tier 3,8.0,0,6.7,5.8,PPO,29.57
Male,ECE,8.35,1,73.48,"AWS, SQL, DSA",Coursera ML,IoT,Business Analyst,Tier 1,7.3,2,6.7,7.3,PPO,36.7
Female,CIVIL,7.91,0,95.54,"DSA, ML",Coursera ML,Web Dev,QA Engineer,Tier 3,7.8,4,4.1,7.8,Off-campus,22.66
Male,MECH,7.34,1,93.15,"HTML, SQL, DSA",DataCamp DS,Cloud,SDE,Tier 1,8.3,4,5.0,6.9,Off-campus,35.41
Female,EEE,6.83,2,84.39,"DSA, Java, HTML",DataCamp DS,IoT,Business Analyst,Tier 2,7.0,5,6.9,9.0,Off-campus,36.67
Male,MECH,7.24,1,90.97,"CSS, SQL",None,IoT,SDE,Tier 3,7.1,5,8.9,9.0,Off-campus,31.63
Male,ECE,8.26,0,82.41,"AWS, HTML, C++, CSS",DataCamp DS,Cybersecurity,Business Analyst,Tier 3,7.5,2,5.7,9.1,Off-campus,29.47
Male,IT,8.82,1,85.68,"SQL, DSA, C++, AWS",None,Cybersecurity,Business Analyst,Tier 1,6.6,2,7.1,8.8,On-campus,41.88
Female,MECH,8.58,1,83.99,"Python, SQL",DataCamp DS,IoT,SDE,Tier 1,7.5,2,6.1,6.9,PPO,35.32
Male,CSE,7.16,1,82.7,"HTML, CSS, DL",None,AI/ML,SDE,Tier 1,7.5,2,4.6,6.3,Off-campus,32.14
Male,ECE,6.72,1,87.52,"Python, SQL",DataCamp DS,Cloud,Business Analyst,Tier 3,7.7,1,9.7,9.0,PPO,34.02
Female,IT,7.6,0,76.54,"DSA, ML, CSS",Google Cloud,Data Analytics,Business Analyst,Tier 2,7.9,4,9.1,6.9,Off-campus,36.94
Female,EEE,6.26,1,83.24,"Java, SQL, DL",None,IoT,SDE,Tier 1,5.9,4,4.5,5.5,PPO,30.92
Male,IT,7.73,1,87.2,"CSS, ML",Google Cloud,Cybersecurity,SDE,Tier 2,6.2,1,8.3,7.0,On-campus,33.29
Male,CSE,7.4,2,97.87,"HTML, Python, AWS",Google Cloud,Cloud,Data Scientist,Tier 1,6.3,4,6.1,4.9,PPO,34.86
Female,ECE,7.17,2,76.83,"DSA, ML",Google Cloud,Cloud,Data Scientist,Tier 2,7.6,2,10.0,8.1,PPO,34.77
Female,EEE,6.38,1,88.64,"Java, SQL, CSS, HTML",Google Cloud,Cybersecurity,Data Scientist,Tier 1,7.2,0,5.8,6.0,Off-campus,35.5
Female,CSE,7.86,0,89.41,"CSS, Python, DSA",AWS Certified,Cloud,QA Engineer,Tier 2,5.2,5,5.4,5.6,PPO,28.57
Female,IT,7.13,1,71.86,"ML, Java, C++, AWS",Coursera ML,Cloud,Business Analyst,Tier 3,9.4,5,7.4,9.7,On-campus,26.15
Female,CSE,6.68,1,87.87,"SQL, DL, ML",AWS Certified,Cybersecurity,DevOps Engineer,Tier 1,5.5,4,9.0,8.7,On-campus,41.28
Male,ECE,5.49,1,91.16,"AWS, Python, DL, HTML",DataCamp DS,Web Dev,QA Engineer,Tier 1,7.5,0,5.2,8.7,On-campus,33.15
Female,CIVIL,7.48,1,89.12,"Java, HTML",DataCamp DS,IoT,Business Analyst,Tier 3,8.1,5,8.3,7.7,Off-campus,34.7
Male,CSE,8.74,0,84.41,"SQL, C++",Coursera ML,AI/ML,DevOps Engineer,Tier 1,6.8,0,4.4,9.0,Off-campus,33.82
Male,CSE,8.66,1,87.33,"Python, HTML, DSA",Coursera ML,Data Analytics,Data Scientist,Tier 1,8.1,1,9.5,8.6,Off-campus,40.94
Male,IT,7.18,0,86.19,"C++, SQL",Coursera ML,AI/ML,DevOps Engineer,Tier 3,6.5,3,4.5,7.6,Off-campus,25.18
Female,IT,7.08,0,73.17,"Python, AWS, HTML",Google Cloud,Web Dev,SDE,Tier 3,7.7,4,9.5,9.8,Off-campus,32.61
Male,EEE,7.83,1,86.35,"Java, Python, AWS, CSS",AWS Certified,Web Dev,SDE,Tier 2,5.3,1,6.9,5.1,On-campus,28.7
Male,IT,6.8,1,82.43,"SQL, Java",DataCamp DS,Cloud,Business Analyst,Tier 3,8.7,1,6.7,9.7,PPO,30.04
Female,MECH,7.71,1,80.07,"ML, Python, DSA",AWS Certified,AI/ML,QA Engineer,Tier 3,7.5,0,9.8,6.4,On-campus,28.95
Male,ECE,8.04,0,100.0,"Java, AWS",AWS Certified,Web Dev,Data Scientist,Tier 1,5.9,4,9.9,7.2,Off-campus,39.56
Male,ECE,8.36,1,93.77,"Python, CSS, HTML, C++",AWS Certified,AI/ML,Business Analyst,Tier 3,8.1,1,7.9,4.7,On-campus,31.31
Female,CIVIL,7.43,1,76.95,"AWS, HTML, SQL",Coursera ML,Web Dev,Data Scientist,Tier 1,9.1,2,4.8,7.2,PPO,36.35
Male,CIVIL,7.36,1,87.43,"CSS, Java, DL",Coursera ML,Data Analytics,SDE,Tier 3,6.6,1,7.0,7.7,Off-campus,26.98
Male,ECE,6.89,0,95.21,"CSS, DL",DataCamp DS,Web Dev,QA Engineer,Tier 3,7.3,2,7.2,10.0,On-campus,29.76
Male,CIVIL,6.92,0,74.53,"DL, C++",DataCamp DS,AI/ML,QA Engineer,Tier 2,7.0,3,7.1,9.9,On-campus,35.75
Female,EEE,7.34,0,85.54,"AWS, DL",DataCamp DS,Cloud,SDE,Tier 3,6.7,2,7.4,9.8,PPO,31.86
Female,IT,7.76,1,85.87,"DL, CSS, ML",AWS Certified,AI/ML,DevOps Engineer,Tier 3,6.6,2,4.1,6.1,Off-campus,21.03
Female,ECE,8.14,3,76.08,"ML, CSS",Coursera ML,Cybersecurity,QA Engineer,Tier 1,6.9,0,8.3,9.9,Off-campus,41.94
Male,CIVIL,6.94,0,87.66,"DSA, CSS",Google Cloud,AI/ML,DevOps Engineer,Tier 1,6.9,1,8.3,6.7,PPO,37.66
Male,ECE,8.54,1,92.81,"AWS, DL, ML, Python",AWS Certified,Data Analytics,Data Scientist,Tier 2,7.1,3,4.7,9.1,PPO,31.05
Female,MECH,7.31,0,95.56,"C++, CSS, HTML",None,IoT,QA Engineer,Tier 3,7.1,1,7.4,5.3,PPO,26.93
Male,CSE,7.49,2,83.25,"HTML, AWS, SQL",AWS Certified,Data Analytics,SDE,Tier 1,8.3,2,7.4,7.0,PPO,38.65
Male,IT,6.98,0,100.0,"SQL, HTML, DL, Java",Coursera ML,Data Analytics,DevOps Engineer,Tier 3,8.2,5,8.1,9.8,Off-campus,33.75
Female,ECE,5.8,1,70.59,"Python, C++, AWS",None,Web Dev,Data Scientist,Tier 2,6.0,2,4.5,9.7,Off-campus,30.41
Female,CSE,8.12,0,87.49,"C++, Java, CSS, SQL",AWS Certified,Data Analytics,Data Scientist,Tier 1,6.9,1,7.8,8.1,On-campus,36.47
Male,CIVIL,8.02,1,75.11,"SQL, Java, C++",Coursera ML,AI/ML,QA Engineer,Tier 1,8.8,3,5.7,8.8,On-campus,35.42
Male,CSE,7.3,0,85.63,"ML, AWS, Python",Coursera ML,IoT,QA Engineer,Tier 2,7.8,5,7.0,5.1,On-campus,31.6
Male,IT,7.55,0,81.35,"ML, C++",Google Cloud,Cloud,Business Analyst,Tier 3,7.8,3,8.6,8.3,Off-campus,35.16
Female,ECE,7.86,2,88.55,"CSS, Python, SQL, DSA",AWS Certified,Data Analytics,Business Analyst,Tier 1,7.7,0,8.2,7.7,Off-campus,38.0
Female,MECH,6.41,1,84.11,"CSS, DL, Python, ML",Coursera ML,AI/ML,QA Engineer,Tier 1,7.2,2,4.7,4.5,Off-campus,31.47
Female,CIVIL,7.13,1,79.22,"DL, DSA",DataCamp DS,Web Dev,Business Analyst,Tier 2,7.5,2,7.5,4.7,On-campus,30.63
Female,ECE,8.06,0,79.68,"SQL, DSA",Coursera ML,Web Dev,SDE,Tier 2,7.1,0,9.8,4.7,PPO,33.75
Male,IT,6.62,1,98.53,"ML, CSS, HTML",Google Cloud,Cloud,SDE,Tier 2,8.4,1,4.9,8.3,PPO,30.49
Female,CIVIL,7.71,0,88.1,"DSA, CSS, AWS",Coursera ML,Cloud,Business Analyst,Tier 3,7.1,2,9.1,4.9,PPO,32.18
Female,EEE,6.55,0,73.09,"DSA, DL",AWS Certified,AI/ML,QA Engineer,Tier 3,7.4,1,8.2,6.8,PPO,29.51
Female,CSE,7.83,0,88.86,"DL, C++",AWS Certified,Cloud,SDE,Tier 3,8.2,3,8.6,6.1,PPO,28.66
Female,IT,7.48,0,83.64,"DL, Java, CSS, C++",None,Cloud,Data Scientist,Tier 2,7.2,5,5.7,7.3,Off-campus,37.29
Female,EEE,6.37,1,85.03,"DSA, ML, SQL",AWS Certified,Web Dev,QA Engineer,Tier 1,7.4,5,5.7,8.2,On-campus,37.09
Male,ECE,8.32,1,90.74,"DL, HTML, Python",None,AI/ML,DevOps Engineer,Tier 3,7.1,5,9.4,8.1,PPO,32.12
Male,MECH,6.99,0,93.28,"HTML, AWS, ML, SQL",DataCamp DS,IoT,DevOps Engineer,Tier 2,7.4,4,6.2,7.1,PPO,34.75
Female,CIVIL,6.93,1,78.99,"Python, SQL",Google Cloud,Cloud,QA Engineer,Tier 3,7.2,0,4.4,6.8,PPO,21.77
Male,CSE,7.64,3,84.79,"DL, AWS, HTML, C++",DataCamp DS,AI/ML,Business Analyst,Tier 1,7.0,5,7.6,6.4,Off-campus,42.33
Female,CIVIL,8.3,1,81.18,"ML, DL, Java",None,Data Analytics,SDE,Tier 1,6.8,2,4.7,9.2,PPO,34.22
Female,ECE,6.79,0,89.18,"SQL, ML, CSS, AWS",Coursera ML,Web Dev,SDE,Tier 2,7.3,0,8.8,6.0,On-campus,36.58
Male,CIVIL,7.54,0,83.37,"DSA, SQL",Coursera ML,IoT,QA Engineer,Tier 1,8.5,3,7.9,5.6,Off-campus,39.24
Male,CSE,7.8,0,85.2,"Java, SQL, CSS",DataCamp DS,Web Dev,Data Scientist,Tier 2,8.1,3,9.2,8.5,Off-campus,40.37
Female,ECE,7.99,1,83.11,"ML, HTML, CSS",Coursera ML,Web Dev,Business Analyst,Tier 2,5.9,3,8.7,6.2,Off-campus,38.45
Female,CIVIL,7.62,2,84.26,"Python, SQL, C++",None,Cybersecurity,Data Scientist,Tier 2,7.1,3,4.7,9.1,PPO,28.7
Female,MECH,7.24,0,96.93,"SQL, HTML, DL, ML",Google Cloud,AI/ML,QA Engineer,Tier 2,6.9,4,6.3,6.0,PPO,33.78
Male,IT,6.92,0,100.0,"CSS, AWS, SQL, DSA",AWS Certified,Data Analytics,QA Engineer,Tier 1,5.9,1,8.6,8.2,PPO,36.94
Female,ECE,7.56,1,87.64,"Java, C++, AWS, HTML",None,Cloud,Data Scientist,Tier 1,7.8,1,6.5,4.3,PPO,32.87
Female,IT,6.75,1,84.3,"Python, Java, SQL",None,Data Analytics,DevOps Engineer,Tier 1,7.4,5,9.8,6.3,On-campus,40.34
Female,ECE,5.46,0,73.83,"Java, DL, DSA, Python",AWS Certified,AI/ML,QA Engineer,Tier 1,9.5,4,8.4,6.1,Off-campus,40.61
Male,MECH,7.81,0,79.68,"SQL, DSA, AWS",AWS Certified,Web Dev,Business Analyst,Tier 2,7.2,1,4.1,8.9,PPO,29.53
Female,IT,8.13,0,84.11,"Python, DSA, HTML, SQL",Google Cloud,Cybersecurity,Data Scientist,Tier 2,6.7,3,9.3,9.8,On-campus,38.12
Female,EEE,5.85,0,79.99,"CSS, DL",Google Cloud,AI/ML,DevOps Engineer,Tier 1,6.6,1,4.6,6.8,Off-campus,32.82
Male,CSE,6.79,1,80.73,"ML, Python, HTML",Google Cloud,IoT,Data Scientist,Tier 3,7.0,0,4.8,8.9,Off-campus,25.81
Female,EEE,7.93,1,96.03,"ML, DL, C++, AWS",Coursera ML,IoT,DevOps Engineer,Tier 3,8.1,5,8.4,8.2,Off-campus,33.38
Female,CIVIL,8.94,0,85.2,"ML, DL",None,AI/ML,DevOps Engineer,Tier 3,8.2,1,9.2,9.8,PPO,35.9
Male,MECH,7.51,0,85.83,"ML, DL",AWS Certified,Cloud,Business Analyst,Tier 1,10.4,0,7.2,8.9,Off-campus,43.59
Female,EEE,6.99,1,80.28,"Java, ML",None,Data Analytics,QA Engineer,Tier 2,6.3,2,5.7,4.5,PPO,28.27
Male,ECE,7.37,1,93.24,"SQL, DSA, AWS, CSS",None,Data Analytics,DevOps Engineer,Tier 2,7.6,0,6.1,8.3,On-campus,30.64
Male,CIVIL,8.46,1,83.51,"ML, DL, AWS, SQL",Google Cloud,Cloud,QA Engineer,Tier 3,6.8,0,6.1,7.2,Off-campus,27.37
Female,CIVIL,7.05,1,81.35,"CSS, HTML, SQL, ML",Google Cloud,Cybersecurity,Business Analyst,Tier 3,7.9,3,6.0,4.1,On-campus,22.17
Female,EEE,6.94,1,73.93,"DSA, HTML, C++",None,Web Dev,QA Engineer,Tier 2,8.9,3,5.5,5.5,PPO,28.67
Female,EEE,7.16,0,84.57,"ML, C++",Google Cloud,Web Dev,SDE,Tier 3,8.4,5,7.7,9.5,PPO,33.64
Female,MECH,6.83,0,81.14,"HTML, C++, Python",Coursera ML,IoT,DevOps Engineer,Tier 3,6.3,3,9.4,9.6,PPO,32.41
Male,CSE,7.59,1,96.79,"DL, HTML, C++",AWS Certified,Cybersecurity,Business Analyst,Tier 2,8.2,0,5.8,8.8,Off-campus,29.52
Female,EEE,8.64,1,97.91,"CSS, Python",None,Cloud,Data Scientist,Tier 3,5.4,4,5.1,9.9,Off-campus,24.28
Male,EEE,7.73,0,76.35,"DSA, Python",AWS Certified,AI/ML,Business Analyst,Tier 3,5.1,3,9.0,8.8,On-campus,31.56
Female,IT,7.32,0,77.14,"HTML, ML, C++, DL",Coursera ML,Data Analytics,DevOps Engineer,Tier 1,7.3,3,8.5,4.1,PPO,40.38
Female,ECE,7.3,3,83.07,"Python, SQL",Google Cloud,AI/ML,Business Analyst,Tier 3,8.1,0,9.6,5.7,On-campus,32.54
Female,IT,6.41,1,79.29,"AWS, DL, ML",DataCamp DS,Data Analytics,Data Scientist,Tier 1,7.8,2,5.0,4.2,PPO,32.59
Male,IT,8.12,0,86.52,"DL, C++, DSA, SQL",Coursera ML,AI/ML,SDE,Tier 2,9.4,2,4.9,4.6,PPO,33.01
Female,CIVIL,7.45,4,82.71,"Python, Java",DataCamp DS,Cloud,DevOps Engineer,Tier 1,7.6,1,7.2,5.3,On-campus,36.37
Female,CSE,7.37,0,86.96,"DSA, DL, Python, HTML",AWS Certified,Cloud,DevOps Engineer,Tier 2,7.4,5,7.7,7.0,PPO,34.32
Female,ECE,9.74,1,92.11,"CSS, DL, C++, Java",None,Cybersecurity,Business Analyst,Tier 1,8.7,2,6.9,9.1,On-campus,35.54
Female,MECH,7.71,2,77.55,"CSS, C++, Python, SQL",Google Cloud,AI/ML,QA Engineer,Tier 1,7.1,3,7.6,9.2,Off-campus,39.54
